Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,Peer_Influence,Parental_Education_Level,Distance_from_Home,study_per_attendance,Exam_Result
15,95,1,1,0,77,2,1,0,0,1,0,0,2,0.15789473684210525,0
16,78,1,0,0,85,1,1,4,1,1,0,0,2,0.20512820512820512,0
17,71,1,0,1,99,0,1,4,1,1,2,2,2,0.23943661971830985,0
17,69,2,1,1,87,0,1,2,0,1,0,1,2,0.2463768115942029,0
25,95,1,1,1,77,2,0,0,0,2,0,2,2,0.2631578947368421,1
13,67,1,2,1,88,1,1,0,0,1,0,1,1,0.19402985074626866,0
21,77,2,0,1,100,0,1,2,2,2,2,1,2,0.2727272727272727,0
27,67,2,2,1,94,2,1,0,2,0,2,1,2,0.40298507462686567,0
17,91,0,1,1,54,2,1,3,0,1,0,1,1,0.18681318681318682,0
16,79,2,1,1,79,2,1,2,2,2,2,0,1,0.20253164556962025,0
19,74,1,0,1,89,1,0,0,2,1,0,0,1,0.25675675675675674,0
27,74,1,2,1,84,0,1,3,2,1,1,1,2,0.36486486486486486,0
21,94,1,1,0,71,0,0,1,0,2,0,2,2,0.22340425531914893,0
17,82,1,1,1,66,1,1,1,1,0,2,0,2,0.2073170731707317,0
23,89,0,2,0,81,1,1,2,0,2,0,2,1,0.25842696629213485,0
13,96,1,2,0,71,0,1,1,1,0,2,0,2,0.13541666666666666,0
24,96,1,1,0,70,1,1,0,2,1,1,0,2,0.25,0
22,73,0,2,1,92,1,1,0,0,1,2,2,1,0.3013698630136986,0
15,61,2,0,1,82,1,1,2,1,2,2,2,2,0.2459016393442623,0
15,75,2,1,0,94,0,0,1,0,1,1,0,1,0.2,0
23,96,1,1,0,81,1,1,1,0,1,2,2,1,0.23958333333333334,1
16,71,1,2,1,52,0,1,0,2,2,0,0,0,0.22535211267605634,0
23,72,0,1,1,84,2,1,0,1,1,2,0,2,0.3194444444444444,0
7,84,1,2,1,100,0,1,3,0,1,1,0,1,0.08333333333333333,0
16,78,0,2,0,90,1,1,3,0,1,1,2,1,0.20512820512820512,0
20,89,2,1,1,82,1,1,2,2,2,0,1,2,0.2247191011235955,1
15,96,2,2,1,73,1,1,3,1,1,1,1,2,0.15625,1
14,87,1,2,1,61,1,1,0,0,1,0,0,0,0.16091954022988506,0
16,68,1,1,1,85,1,1,1,1,1,2,1,2,0.23529411764705882,0
22,97,1,2,1,59,1,1,1,0,1,1,0,2,0.2268041237113402,0
19,71,1,2,1,94,2,1,1,2,1,2,0,2,0.2676056338028169,0
7,66,2,0,1,68,2,1,0,0,1,1,1,1,0.10606060606060606,0
7,64,1,2,0,70,2,1,4,0,0,0,0,0,0.109375,0
16,83,0,0,1,61,1,1,0,1,2,0,1,2,0.1927710843373494,0
23,65,2,1,1,74,1,1,2,1,2,0,1,1,0.35384615384615387,0
4,66,0,2,0,84,0,1,2,0,2,0,2,2,0.06060606060606061,0
17,72,2,2,1,65,0,1,3,0,2,2,2,0,0.2361111111111111,0
28,84,1,1,1,81,1,1,1,1,2,1,1,2,0.3333333333333333,1
18,93,0,1,1,69,1,1,0,0,1,0,1,2,0.1935483870967742,0
22,90,1,1,1,66,0,1,0,0,1,2,2,2,0.24444444444444444,0
21,70,2,1,1,93,2,1,1,0,1,0,1,2,0.3,0
7,70,1,1,1,51,1,1,0,2,1,0,0,1,0.1,0
25,99,2,2,0,86,0,0,3,1,1,2,1,2,0.25252525252525254,1
21,60,1,1,1,71,0,1,0,1,0,1,0,0,0.35,0
23,95,2,1,0,86,0,1,0,1,2,0,0,1,0.24210526315789474,1
44,68,2,0,0,75,0,1,3,1,2,1,0,1,0.6470588235294118,1
7,98,1,1,0,54,2,1,0,1,2,0,0,2,0.07142857142857142,0
30,74,1,0,0,99,1,1,1,2,1,2,0,1,0.40540540540540543,0
18,78,2,1,1,54,0,0,4,0,2,0,1,1,0.23076923076923078,0
22,88,1,1,1,58,0,1,3,0,1,1,1,1,0.25,0
20,84,2,0,0,71,1,1,5,0,2,2,0,0,0.23809523809523808,0
17,73,1,1,1,97,2,1,1,1,2,2,0,2,0.2328767123287671,0
17,82,2,1,1,65,1,1,1,1,1,2,0,2,0.2073170731707317,0
11,62,2,1,1,76,2,1,3,2,1,0,0,1,0.1774193548387097,1
25,60,1,2,1,67,1,1,1,1,2,0,1,2,0.4166666666666667,0
18,78,2,0,1,85,2,1,3,0,0,1,1,2,0.23076923076923078,0
13,65,1,2,0,75,0,1,2,1,2,0,0,1,0.2,0
17,87,1,2,1,79,1,1,3,0,1,0,0,2,0.19540229885057472,0
28,69,2,0,0,61,0,1,2,1,2,2,0,2,0.4057971014492754,0
17,77,2,1,1,96,1,1,1,0,0,2,1,2,0.22077922077922077,0
22,68,2,2,1,56,1,0,3,1,1,2,2,2,0.3235294117647059,0
16,82,1,1,1,85,1,1,1,2,1,0,0,2,0.1951219512195122,0
25,65,1,0,0,94,0,1,1,0,2,2,0,0,0.38461538461538464,0
31,62,1,1,1,51,1,1,2,1,1,0,1,0,0.5,0
19,98,0,2,1,67,2,1,1,1,1,1,0,1,0.19387755102040816,0
24,66,1,2,0,89,1,1,0,1,2,2,1,2,0.36363636363636365,0
21,88,2,0,0,86,1,1,1,0,1,2,0,1,0.23863636363636365,0
28,63,1,1,1,91,1,1,1,0,1,2,0,0,0.4444444444444444,0
16,64,2,1,1,70,0,1,3,2,2,1,0,0,0.25,0
24,80,1,2,0,100,1,1,1,2,2,0,2,1,0.3,1
19,79,2,1,1,68,1,1,2,2,2,1,1,2,0.24050632911392406,0
21,98,2,1,1,68,2,1,0,1,1,2,1,2,0.21428571428571427,1
22,91,1,2,0,61,1,1,3,0,2,0,2,0,0.24175824175824176,0
19,84,2,1,1,67,0,1,0,1,0,2,2,2,0.2261904761904762,0
21,78,1,2,0,60,1,1,3,2,1,1,0,1,0.2692307692307692,0
29,74,1,1,0,56,0,1,2,0,2,0,2,2,0.3918918918918919,0
26,98,0,2,1,68,1,1,1,0,1,0,2,1,0.2653061224489796,1
25,84,1,1,1,57,0,1,4,1,1,2,1,2,0.2976190476190476,0
17,83,2,1,0,75,1,1,2,1,1,2,0,2,0.20481927710843373,0
15,69,0,1,1,52,1,1,0,2,1,0,1,2,0.21739130434782608,0
26,62,2,0,1,72,0,1,1,1,1,0,1,1,0.41935483870967744,0
25,98,0,1,0,98,1,1,1,1,1,1,2,2,0.25510204081632654,1
29,73,2,1,0,68,0,1,1,0,2,2,0,1,0.3972602739726027,0
16,78,2,0,1,57,2,1,1,1,1,1,1,2,0.20512820512820512,0
19,65,1,0,1,65,2,1,1,2,1,2,1,1,0.2923076923076923,0
10,93,0,1,1,90,1,1,0,0,1,2,0,2,0.10752688172043011,0
18,61,1,1,0,66,1,1,1,1,2,2,0,1,0.29508196721311475,0
26,93,0,1,0,69,1,1,2,0,1,0,0,2,0.27956989247311825,0
17,66,1,1,1,89,1,0,1,1,2,2,0,1,0.25757575757575757,0
24,95,1,0,0,63,0,1,3,0,1,2,0,2,0.25263157894736843,0
19,89,1,0,0,74,1,1,1,0,1,2,0,1,0.21348314606741572,0
22,67,0,2,1,53,1,1,0,1,2,1,0,0,0.3283582089552239,0
13,83,0,0,0,59,2,1,4,0,1,0,0,2,0.1566265060240964,0
21,73,0,1,1,60,2,1,2,1,1,2,1,2,0.2876712328767123,0
2,67,1,1,0,73,0,1,1,0,1,2,1,1,0.029850746268656716,0
19,94,1,2,1,91,1,1,1,0,1,1,0,1,0.20212765957446807,0
10,76,1,0,0,68,1,1,1,2,0,0,1,2,0.13157894736842105,0
25,67,2,1,1,65,1,1,1,0,1,1,0,2,0.373134328358209,0
23,75,1,0,1,66,1,1,5,1,0,0,0,2,0.30666666666666664,0
29,95,2,1,0,70,1,0,1,0,1,2,2,2,0.30526315789473685,1
14,75,1,1,1,95,1,1,0,1,1,2,1,1,0.18666666666666668,1
30,98,0,1,0,51,2,1,0,0,1,2,0,2,0.30612244897959184,1
26,98,1,1,1,81,0,1,1,0,1,2,2,2,0.2653061224489796,1
19,66,1,2,0,94,0,1,1,2,1,2,0,1,0.2878787878787879,0
27,67,2,1,1,71,1,1,1,0,2,0,0,2,0.40298507462686567,0
13,95,1,1,1,83,0,0,1,0,2,0,1,1,0.1368421052631579,0
15,76,2,2,1,79,1,1,4,1,1,0,2,1,0.19736842105263158,0
16,60,1,2,1,67,0,1,0,0,1,0,0,2,0.26666666666666666,0
17,71,1,0,0,57,1,1,3,1,2,2,0,2,0.23943661971830985,0
14,84,0,2,0,61,0,1,1,2,1,2,1,0,0.16666666666666666,0
27,92,0,1,1,53,0,1,2,0,1,1,1,0,0.29347826086956524,0
18,65,1,0,0,88,1,1,1,1,1,2,1,2,0.27692307692307694,0
22,64,1,1,1,77,2,1,5,1,1,0,0,2,0.34375,0
17,97,2,0,1,89,1,1,1,0,1,0,1,2,0.17525773195876287,0
9,90,2,1,1,65,0,1,3,1,1,2,0,2,0.1,0
22,84,1,1,1,90,1,1,2,1,1,2,1,2,0.2619047619047619,0
9,91,1,1,0,65,2,1,0,1,1,2,0,1,0.0989010989010989,0
20,77,0,1,0,56,1,1,1,1,2,2,1,1,0.2597402597402597,0
12,90,1,2,1,77,1,1,3,1,1,2,2,2,0.13333333333333333,0
32,75,2,1,1,97,2,1,1,1,1,0,1,1,0.4266666666666667,1
25,70,1,1,0,71,0,1,0,0,1,0,1,2,0.35714285714285715,0
21,89,2,2,1,76,1,1,1,1,1,2,0,2,0.23595505617977527,1
28,77,2,2,1,73,0,1,3,1,2,1,1,2,0.36363636363636365,1
15,99,1,2,1,73,2,1,1,2,2,1,2,2,0.15151515151515152,1
23,74,0,0,0,61,0,1,0,1,0,2,2,2,0.3108108108108108,0
21,97,1,1,0,71,2,1,2,2,2,0,1,1,0.21649484536082475,1
22,97,0,1,0,75,1,1,1,1,1,2,2,2,0.2268041237113402,1
28,70,1,1,1,87,0,1,0,0,1,0,0,1,0.4,0
24,92,2,0,0,57,1,1,3,1,1,2,1,2,0.2608695652173913,1
22,77,1,1,1,79,2,1,2,1,0,0,0,2,0.2857142857142857,0
10,97,2,2,0,83,0,1,1,0,2,0,2,2,0.10309278350515463,0
14,78,2,1,1,69,2,1,0,1,1,2,1,1,0.1794871794871795,0
19,90,2,1,1,77,1,1,0,2,1,0,2,2,0.2111111111111111,1
13,69,2,2,0,73,0,1,1,1,0,2,0,0,0.18840579710144928,0
34,68,1,1,0,67,2,1,0,1,1,0,0,1,0.5,0
29,77,1,0,1,91,2,1,2,0,1,1,2,2,0.37662337662337664,0
24,90,2,2,0,99,2,1,0,0,1,0,1,1,0.26666666666666666,1
20,84,2,2,0,61,1,1,3,1,1,0,0,2,0.23809523809523808,0
19,88,1,2,0,94,2,1,1,1,1,0,0,1,0.2159090909090909,0
14,71,2,2,0,77,1,1,0,1,1,1,0,2,0.19718309859154928,0
20,79,1,1,1,72,0,0,1,1,1,1,0,2,0.25316455696202533,0
22,62,1,2,1,95,1,1,2,1,1,1,0,2,0.3548387096774194,0
13,93,0,1,0,96,2,1,2,2,1,1,0,2,0.13978494623655913,0
22,100,1,1,1,64,1,1,2,0,1,2,1,2,0.22,1
19,76,1,0,1,68,1,1,2,2,1,2,0,1,0.25,0
9,60,1,0,1,93,1,1,3,0,2,0,0,1,0.15,0
15,67,1,1,0,75,1,1,0,2,2,1,2,2,0.22388059701492538,0
18,86,0,0,1,64,0,1,3,0,2,2,0,2,0.20930232558139536,0
31,84,0,1,1,98,0,1,1,1,1,2,2,2,0.36904761904761907,1
23,92,1,1,1,61,0,1,4,0,1,2,1,2,0.25,1
12,70,1,1,1,81,0,1,1,0,1,1,0,0,0.17142857142857143,0
23,91,1,0,1,71,1,1,5,0,2,0,0,1,0.25274725274725274,0
11,88,1,0,1,73,0,1,1,1,0,0,1,2,0.125,0
26,73,1,1,0,55,1,1,1,1,0,2,2,2,0.3561643835616438,0
17,82,0,1,1,63,1,1,2,0,1,0,1,1,0.2073170731707317,0
19,66,1,0,0,58,1,1,5,1,0,2,1,1,0.2878787878787879,0
28,78,2,1,0,87,0,1,2,0,1,2,2,2,0.358974358974359,1
12,95,1,2,1,85,1,1,2,2,1,1,1,2,0.12631578947368421,0
12,77,1,0,1,90,1,1,2,1,0,0,0,2,0.15584415584415584,0
16,94,0,1,0,85,1,1,3,0,2,0,0,2,0.1702127659574468,0
26,84,1,1,1,56,1,0,1,1,1,1,1,2,0.30952380952380953,0
11,68,1,2,1,99,1,1,1,2,1,0,2,2,0.16176470588235295,0
3,83,2,0,1,59,0,1,2,1,2,2,0,1,0.03614457831325301,0
17,80,1,1,1,68,1,1,0,1,1,1,1,2,0.2125,0
23,76,1,2,1,85,0,1,2,0,1,2,0,0,0.3026315789473684,0
27,65,1,1,1,57,1,1,2,0,0,1,2,2,0.4153846153846154,0
17,77,0,1,1,59,1,1,2,1,2,0,0,2,0.22077922077922077,0
18,63,2,0,0,94,1,1,2,1,2,0,0,2,0.2857142857142857,0
27,64,1,2,0,67,1,1,0,0,1,2,0,2,0.421875,0
9,77,0,2,1,83,1,1,1,0,2,0,0,0,0.11688311688311688,0
18,72,1,1,1,93,1,1,1,1,1,2,1,2,0.25,0
21,97,1,0,0,99,1,1,1,2,1,1,2,2,0.21649484536082475,1
23,75,0,0,1,61,2,1,2,0,1,2,0,0,0.30666666666666664,0
17,90,1,1,1,56,0,1,0,1,1,0,1,2,0.18888888888888888,0
20,81,1,1,0,87,1,1,1,2,1,0,0,2,0.24691358024691357,0
5,88,1,1,0,59,1,1,3,0,1,1,1,2,0.056818181818181816,0
16,70,0,1,1,79,2,1,0,2,2,1,1,2,0.22857142857142856,0
23,98,2,2,1,77,1,1,1,0,2,0,2,2,0.23469387755102042,1
14,81,0,1,1,78,1,1,2,2,2,2,2,2,0.1728395061728395,0
20,93,1,1,1,82,0,0,1,1,2,2,0,1,0.21505376344086022,0
23,75,2,2,1,93,1,0,2,1,0,0,2,1,0.30666666666666664,0
18,64,0,1,1,64,1,1,4,0,1,1,0,2,0.28125,0
21,87,0,2,1,78,2,1,1,0,1,2,0,2,0.2413793103448276,0
14,60,0,0,1,67,0,1,3,2,2,2,0,2,0.23333333333333334,0
19,79,1,2,1,66,0,1,3,2,1,2,0,2,0.24050632911392406,0
24,68,0,2,0,51,1,1,0,0,0,0,0,2,0.35294117647058826,0
21,85,1,1,0,80,1,1,3,0,2,2,1,1,0.24705882352941178,0
16,99,1,1,0,99,0,0,0,0,1,0,1,1,0.16161616161616163,0
21,79,1,0,1,88,0,1,2,2,1,0,0,2,0.26582278481012656,0
24,93,0,1,1,62,2,1,1,2,1,1,1,1,0.25806451612903225,0
8,80,2,1,0,86,1,1,2,0,1,0,0,2,0.1,0
27,80,0,0,0,65,0,1,1,0,1,2,2,2,0.3375,0
18,97,1,2,0,88,0,1,1,2,1,0,0,2,0.18556701030927836,0
23,96,0,2,1,93,0,1,5,0,1,1,0,2,0.23958333333333334,1
27,91,0,2,0,67,1,1,1,2,2,0,0,1,0.2967032967032967,1
12,72,1,1,0,50,2,1,1,0,1,2,1,2,0.16666666666666666,0
16,82,1,1,1,65,2,1,2,0,1,2,2,2,0.1951219512195122,0
18,69,1,2,1,60,1,1,3,0,1,1,1,0,0.2608695652173913,0
15,78,1,1,1,81,1,1,0,1,0,0,0,2,0.19230769230769232,0
30,79,2,1,0,65,1,1,1,0,1,1,2,2,0.379746835443038,0
15,93,1,1,1,52,1,1,3,0,1,1,1,2,0.16129032258064516,0
17,96,1,1,0,77,1,1,1,1,1,0,2,2,0.17708333333333334,0
21,77,1,0,1,94,0,1,1,1,2,1,0,0,0.2727272727272727,0
13,61,0,0,0,73,0,1,2,2,1,2,0,2,0.21311475409836064,0
18,94,1,1,1,69,1,1,1,1,2,2,0,0,0.19148936170212766,0
22,67,1,1,1,59,2,1,2,0,2,2,2,2,0.3283582089552239,0
18,85,1,2,0,69,1,1,2,0,1,2,0,2,0.21176470588235294,0
19,61,1,1,0,67,0,1,1,1,1,2,1,2,0.3114754098360656,0
17,76,2,1,0,100,0,0,0,2,1,0,0,1,0.2236842105263158,0
11,99,2,1,1,52,1,1,0,2,2,0,1,2,0.1111111111111111,0
22,64,1,1,1,62,1,1,3,0,1,0,2,1,0.34375,0
31,77,2,0,1,53,2,1,1,1,1,0,0,2,0.4025974025974026,0
20,72,2,0,1,93,1,1,4,0,2,2,0,2,0.2777777777777778,0
21,96,2,1,1,71,2,0,3,1,1,1,0,2,0.21875,1
24,95,1,0,1,90,1,1,3,0,0,2,0,1,0.25263157894736843,1
12,70,2,1,0,85,2,1,1,2,1,2,2,2,0.17142857142857143,0
30,63,1,2,1,96,1,1,4,0,1,2,2,2,0.47619047619047616,1
21,85,1,1,0,51,0,1,2,0,1,0,1,2,0.24705882352941178,0
30,73,2,0,0,60,1,1,0,0,0,2,0,1,0.410958904109589,0
31,61,1,1,0,79,1,1,0,0,0,2,0,1,0.5081967213114754,0
25,65,2,0,1,85,1,1,2,0,1,1,2,2,0.38461538461538464,0
23,87,1,0,0,79,1,1,2,1,1,0,0,0,0.26436781609195403,0
21,68,1,1,0,79,0,1,1,2,2,1,2,1,0.3088235294117647,0
19,94,1,1,0,97,1,1,0,1,1,0,0,2,0.20212765957446807,0
27,62,2,0,0,96,1,1,2,0,1,0,0,2,0.43548387096774194,0
21,69,2,1,1,52,0,1,0,0,1,1,2,2,0.30434782608695654,0
8,100,2,2,1,71,1,1,0,0,2,2,2,2,0.08,0
13,77,0,1,1,76,0,0,1,1,0,0,1,1,0.16883116883116883,0
19,88,0,1,1,68,2,1,1,0,0,2,0,1,0.2159090909090909,0
22,67,0,1,0,52,1,1,1,1,0,1,1,1,0.3283582089552239,0
20,84,0,0,0,74,0,1,1,2,1,0,2,2,0.23809523809523808,0
27,89,1,1,1,99,1,1,0,1,2,2,0,2,0.30337078651685395,1
8,73,1,2,1,54,1,1,2,1,1,2,0,2,0.1095890410958904,0
21,93,0,0,1,91,0,1,1,2,1,1,2,2,0.22580645161290322,0
9,84,2,2,1,60,2,1,1,0,1,2,1,1,0.10714285714285714,0
25,76,1,1,1,79,1,1,2,1,1,2,1,2,0.32894736842105265,0
19,82,2,1,0,69,0,1,2,1,1,0,1,1,0.23170731707317074,0
23,83,1,0,0,67,1,1,3,0,0,1,0,1,0.27710843373493976,0
15,67,1,1,1,94,0,1,0,2,0,2,2,1,0.22388059701492538,0
28,76,1,1,1,99,2,1,1,1,1,0,0,2,0.3684210526315789,0
26,74,1,1,0,69,1,1,2,0,2,2,2,1,0.35135135135135137,0
24,76,1,1,1,82,1,1,2,1,1,2,1,0,0.3157894736842105,0
19,90,1,1,0,78,1,1,1,0,1,0,0,1,0.2111111111111111,0
23,79,2,2,1,54,0,1,1,0,1,0,0,1,0.2911392405063291,0
16,98,2,0,1,52,1,1,3,0,2,0,1,1,0.16326530612244897,0
25,72,1,1,0,89,0,1,3,0,2,0,0,2,0.3472222222222222,0
30,77,1,0,1,70,1,1,0,1,2,0,0,1,0.38961038961038963,0
26,91,2,1,1,65,0,1,0,1,2,0,0,1,0.2857142857142857,0
16,82,2,2,0,99,0,1,3,1,1,2,2,1,0.1951219512195122,0
22,82,1,0,0,54,1,1,2,1,1,0,1,1,0.2682926829268293,0
12,62,2,2,1,63,2,1,0,0,1,1,0,2,0.1935483870967742,0
23,76,0,2,1,93,1,1,2,0,1,1,1,2,0.3026315789473684,0
23,71,0,1,1,71,0,1,1,0,0,0,2,2,0.323943661971831,0
9,100,0,0,0,79,1,1,1,0,1,2,2,2,0.09,0
18,95,1,2,0,96,1,1,3,1,0,1,2,2,0.18947368421052632,1
18,87,0,0,0,57,1,0,3,2,2,2,0,2,0.20689655172413793,0
13,74,2,2,1,61,1,1,2,0,1,2,0,1,0.17567567567567569,0
22,82,1,2,1,58,1,1,0,1,1,1,1,2,0.2682926829268293,0
22,94,1,1,1,75,0,1,0,0,2,0,0,2,0.23404255319148937,0
19,95,0,2,1,91,2,1,1,1,2,0,1,2,0.2,1
15,66,1,1,0,63,1,1,3,1,1,0,0,2,0.22727272727272727,0
26,74,0,1,0,57,1,1,0,1,1,2,0,2,0.35135135135135137,0
30,73,2,1,1,70,0,1,0,1,1,1,1,2,0.410958904109589,0
17,62,2,0,0,99,1,1,2,1,1,1,0,0,0.27419354838709675,0
16,84,1,2,1,51,0,1,0,1,1,1,2,2,0.19047619047619047,0
23,94,0,0,1,75,1,1,3,0,1,0,2,1,0.24468085106382978,0
18,75,2,1,1,83,1,1,2,0,1,2,2,1,0.24,0
19,90,1,2,1,90,0,1,0,0,1,0,1,0,0.2111111111111111,1
24,85,1,1,1,87,2,1,2,1,1,0,0,2,0.2823529411764706,1
9,75,1,1,0,54,0,1,2,0,1,2,0,2,0.12,0
28,66,2,1,1,73,1,1,2,0,1,2,1,2,0.42424242424242425,0
20,88,1,1,0,54,0,1,0,2,0,1,0,2,0.22727272727272727,0
18,94,2,2,1,81,1,1,0,2,0,1,0,2,0.19148936170212766,1
19,87,0,1,0,54,0,1,3,0,2,2,0,1,0.21839080459770116,0
20,61,0,1,0,52,1,1,2,0,0,1,2,2,0.32786885245901637,0
10,69,1,1,1,65,0,1,0,1,1,2,0,2,0.14492753623188406,0
29,63,0,0,1,97,2,0,3,1,2,1,0,2,0.4603174603174603,0
20,83,1,0,1,85,1,1,1,2,2,0,1,0,0.24096385542168675,0
23,90,0,0,0,50,0,1,4,1,1,0,0,1,0.25555555555555554,0
26,64,1,1,0,64,1,1,2,2,1,1,0,2,0.40625,0
14,94,1,1,0,51,1,1,0,1,2,0,1,2,0.14893617021276595,0
23,82,2,0,0,65,2,1,1,1,2,1,0,2,0.2804878048780488,0
18,88,2,0,1,84,1,1,1,1,2,2,2,1,0.20454545454545456,0
25,99,2,1,1,88,1,1,3,0,1,2,1,1,0.25252525252525254,1
7,63,2,2,1,90,1,1,0,0,1,2,0,1,0.1111111111111111,1
19,96,1,1,1,95,2,1,3,1,2,1,1,2,0.19791666666666666,1
16,65,1,0,0,68,1,1,1,2,1,0,0,1,0.24615384615384617,0
23,76,2,2,0,93,1,1,0,1,1,1,0,1,0.3026315789473684,0
23,94,1,2,0,86,1,1,1,0,2,0,1,0,0.24468085106382978,0
16,96,1,1,1,77,2,1,1,2,2,2,0,2,0.16666666666666666,1
16,80,2,1,1,98,2,1,2,1,2,2,2,2,0.2,1
19,84,1,1,0,97,2,1,2,1,1,0,1,2,0.2261904761904762,0
15,88,2,2,1,95,1,1,2,0,1,1,0,2,0.17045454545454544,0
25,93,1,1,1,60,0,1,1,1,1,2,1,1,0.26881720430107525,0
18,65,1,2,1,60,0,1,0,1,2,0,0,1,0.27692307692307694,0
3,92,2,0,1,95,2,1,3,1,1,0,2,2,0.03260869565217391,0
18,79,1,1,0,70,2,1,3,1,1,2,1,2,0.22784810126582278,0
14,78,2,2,1,90,1,1,1,1,1,0,2,2,0.1794871794871795,0
10,77,2,2,0,84,0,1,2,0,2,0,0,0,0.12987012987012986,0
13,80,1,2,0,88,1,1,1,2,2,2,2,2,0.1625,0
21,98,0,2,1,51,1,1,0,1,1,0,0,2,0.21428571428571427,0
28,82,1,2,0,71,0,1,1,1,2,0,0,2,0.34146341463414637,0
22,98,1,1,1,93,1,1,4,0,1,0,0,2,0.22448979591836735,1
16,67,2,1,1,74,1,1,1,2,2,2,2,1,0.23880597014925373,0
23,89,0,1,0,85,0,1,0,0,1,2,2,1,0.25842696629213485,0
17,92,0,1,1,88,2,0,1,2,1,0,0,2,0.18478260869565216,0
16,87,0,1,1,56,0,1,2,1,2,0,2,1,0.1839080459770115,0
13,84,1,1,1,58,2,1,2,0,0,0,2,2,0.15476190476190477,0
9,83,2,0,1,86,1,1,0,0,1,1,1,0,0.10843373493975904,0
18,94,0,0,1,53,0,1,3,1,2,0,0,2,0.19148936170212766,0
21,93,1,2,1,67,2,1,1,1,2,2,2,2,0.22580645161290322,1
19,65,1,0,1,96,1,1,2,1,2,0,2,2,0.2923076923076923,0
18,94,2,0,0,79,2,1,2,2,1,0,0,2,0.19148936170212766,0
14,77,2,1,1,96,1,1,3,1,1,0,2,2,0.18181818181818182,0
24,70,2,1,1,65,1,1,3,1,0,2,0,1,0.34285714285714286,0
12,95,0,1,1,82,2,1,2,0,1,1,0,1,0.12631578947368421,0
25,77,1,0,0,64,0,1,3,0,1,0,1,2,0.3246753246753247,0
14,92,2,0,1,56,0,1,1,1,1,0,0,1,0.15217391304347827,0
15,71,2,2,0,100,0,1,2,0,0,0,0,2,0.2112676056338028,0
11,60,1,2,0,59,2,1,2,0,1,2,1,1,0.18333333333333332,0
17,80,2,0,1,59,1,1,0,2,2,1,1,2,0.2125,0
26,64,2,1,1,92,0,1,2,0,2,2,1,1,0.40625,0
23,90,1,1,1,90,0,1,3,0,1,2,0,2,0.25555555555555554,1
26,71,0,2,0,99,1,0,1,1,1,2,1,2,0.36619718309859156,0
23,78,1,1,1,54,2,1,0,0,1,0,2,2,0.2948717948717949,0
13,63,2,1,0,55,2,1,0,1,0,2,2,2,0.20634920634920634,0
18,71,1,1,0,72,2,1,0,2,2,2,1,1,0.2535211267605634,0
15,91,2,1,0,80,1,1,0,0,1,2,2,2,0.16483516483516483,0
28,66,1,1,0,52,0,1,0,0,2,2,0,2,0.42424242424242425,0
13,86,0,1,0,58,1,0,0,1,1,2,0,2,0.1511627906976744,0
25,87,2,1,1,83,1,1,0,1,2,2,1,1,0.28735632183908044,1
31,92,1,1,1,54,1,0,1,0,1,2,1,2,0.33695652173913043,1
18,64,0,2,1,97,1,1,2,1,1,1,0,1,0.28125,0
24,70,2,2,0,63,0,0,0,0,1,0,0,2,0.34285714285714286,0
34,96,1,1,1,94,2,1,1,1,2,1,0,1,0.3541666666666667,1
16,89,2,1,0,96,1,1,2,1,0,2,1,0,0.1797752808988764,0
11,86,1,1,0,75,1,1,1,1,0,0,2,1,0.12790697674418605,0
9,87,0,0,0,71,0,0,0,0,2,0,1,1,0.10344827586206896,0
24,77,1,1,1,64,1,1,2,2,1,2,0,2,0.3116883116883117,0
9,62,2,2,1,90,2,1,4,2,1,0,1,0,0.14516129032258066,0
18,91,0,1,1,60,0,1,0,2,2,2,0,1,0.1978021978021978,0
23,87,2,0,0,81,0,1,5,1,2,0,0,0,0.26436781609195403,0
21,79,1,0,1,78,0,1,1,0,2,2,1,1,0.26582278481012656,0
23,96,1,1,1,62,1,1,0,0,2,0,0,1,0.23958333333333334,0
21,73,1,1,1,99,1,1,2,1,2,0,2,2,0.2876712328767123,0
28,72,2,1,1,92,0,1,1,1,1,1,0,2,0.3888888888888889,0
14,95,1,1,1,51,1,1,5,1,1,2,1,2,0.14736842105263157,0
16,92,1,0,0,71,2,1,2,0,1,0,0,1,0.17391304347826086,0
15,81,2,1,0,68,0,0,0,1,2,2,0,2,0.18518518518518517,0
25,65,0,1,0,94,1,1,1,0,2,1,1,2,0.38461538461538464,0
25,69,0,1,1,63,1,1,1,2,1,0,0,2,0.36231884057971014,0
23,86,0,1,1,100,1,1,0,0,2,1,2,2,0.26744186046511625,0
27,75,1,1,0,60,1,1,4,1,1,2,2,1,0.36,0
13,93,1,2,0,62,0,1,0,0,1,0,0,1,0.13978494623655913,0
30,98,2,2,1,83,2,0,1,0,2,0,0,2,0.30612244897959184,1
29,92,1,2,0,58,0,1,2,1,0,0,1,2,0.31521739130434784,1
24,75,1,0,0,94,1,1,2,1,2,1,0,2,0.32,0
31,92,2,1,1,55,1,1,3,0,2,2,0,2,0.33695652173913043,1
10,74,1,1,1,99,2,1,2,1,2,0,1,2,0.13513513513513514,0
17,67,2,2,1,94,1,1,2,0,0,2,0,2,0.2537313432835821,0
